Sexo;Edad;Funciones;Periodo;Total
Ambos sexos;52 años;Tiempo por vivir;1990;2.625.364,9169
Ambos sexos;52 años;Tiempo por vivir;1989;2.623.657,2592
Ambos sexos;52 años;Tiempo por vivir;1988;2.615.909,6262
Ambos sexos;52 años;Tiempo por vivir;1987;2.615.507,454
Ambos sexos;52 años;Tiempo por vivir;1986;2.591.394,5403
Ambos sexos;52 años;Tiempo por vivir;1985;2.562.494,0635
Ambos sexos;52 años;Tiempo por vivir;1984;2.571.352,2379
Ambos sexos;52 años;Tiempo por vivir;1983;2.540.476,5146
Ambos sexos;52 años;Tiempo por vivir;1982;2.559.258,1968
Ambos sexos;52 años;Tiempo por vivir;1981;2.508.915,2249
Ambos sexos;52 años;Tiempo por vivir;1980;2.496.327,4088
Ambos sexos;52 años;Tiempo por vivir;1979;2.457.708,6711
Ambos sexos;52 años;Tiempo por vivir;1978;2.418.885,3323
Ambos sexos;52 años;Tiempo por vivir;1977;2.401.221,3994
Ambos sexos;52 años;Tiempo por vivir;1976;2.359.980,8816
Ambos sexos;52 años;Tiempo por vivir;1975;2.339.284,4856
Ambos sexos;52 años;Esperanza de vida;1990;28,189051
Ambos sexos;52 años;Esperanza de vida;1989;28,159276
Ambos sexos;52 años;Esperanza de vida;1988;28,037104
Ambos sexos;52 años;Esperanza de vida;1987;28,011948
Ambos sexos;52 años;Esperanza de vida;1986;27,728288
Ambos sexos;52 años;Esperanza de vida;1985;27,415524
Ambos sexos;52 años;Esperanza de vida;1984;27,531725
Ambos sexos;52 años;Esperanza de vida;1983;27,239313
Ambos sexos;52 años;Esperanza de vida;1982;27,417687
Ambos sexos;52 años;Esperanza de vida;1981;26,985385
Ambos sexos;52 años;Esperanza de vida;1980;26,896951
Ambos sexos;52 años;Esperanza de vida;1979;26,611182
Ambos sexos;52 años;Esperanza de vida;1978;26,260218
Ambos sexos;52 años;Esperanza de vida;1977;26,071383
Ambos sexos;52 años;Esperanza de vida;1976;25,719957
Ambos sexos;52 años;Esperanza de vida;1975;25,57843
Ambos sexos;53 años;Tasa de mortalidad;1990;4,966162
Ambos sexos;53 años;Tasa de mortalidad;1989;4,844301
Ambos sexos;53 años;Tasa de mortalidad;1988;5,030276
Ambos sexos;53 años;Tasa de mortalidad;1987;5,024499
Ambos sexos;53 años;Tasa de mortalidad;1986;4,975308
Ambos sexos;53 años;Tasa de mortalidad;1985;5,262893
Ambos sexos;53 años;Tasa de mortalidad;1984;5,086138
Ambos sexos;53 años;Tasa de mortalidad;1983;5,0953
Ambos sexos;53 años;Tasa de mortalidad;1982;5,397188
Ambos sexos;53 años;Tasa de mortalidad;1981;5,397018
Ambos sexos;53 años;Tasa de mortalidad;1980;5,663254
Ambos sexos;53 años;Tasa de mortalidad;1979;5,795111
Ambos sexos;53 años;Tasa de mortalidad;1978;5,980272
Ambos sexos;53 años;Tasa de mortalidad;1977;5,970822
Ambos sexos;53 años;Tasa de mortalidad;1976;6,178577
Ambos sexos;53 años;Tasa de mortalidad;1975;6,171543
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1990;0,510531
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1989;0,496681
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1988;0,507946
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1987;0,505762
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1986;0,499712
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1985;0,485939
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1984;0,508652
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1983;0,494114
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1982;0,499797
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1981;0,496055
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1980;0,511082
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1979;0,496145
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1978;0,493662
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1977;0,500345
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1976;0,50068
Ambos sexos;53 años;Promedio de años vividos el último año de vida;1975;0,492867
Ambos sexos;53 años;Riesgo de muerte;1990;4,95412
Ambos sexos;53 años;Riesgo de muerte;1989;4,832519
Ambos sexos;53 años;Riesgo de muerte;1988;5,017856
Ambos sexos;53 años;Riesgo de muerte;1987;5,012053
Ambos sexos;53 años;Riesgo de muerte;1986;4,962954
Ambos sexos;53 años;Riesgo de muerte;1985;5,248693
Ambos sexos;53 años;Riesgo de muerte;1984;5,07346
Ambos sexos;53 años;Riesgo de muerte;1983;5,0822
Ambos sexos;53 años;Riesgo de muerte;1982;5,382657
Ambos sexos;53 años;Riesgo de muerte;1981;5,382379
Ambos sexos;53 años;Riesgo de muerte;1980;5,647616
Ambos sexos;53 años;Riesgo de muerte;1979;5,778239
Ambos sexos;53 años;Riesgo de muerte;1978;5,962218
Ambos sexos;53 años;Riesgo de muerte;1977;5,953062
Ambos sexos;53 años;Riesgo de muerte;1976;6,159574
Ambos sexos;53 años;Riesgo de muerte;1975;6,152288
Ambos sexos;53 años;Supervivientes;1990;92.707,901227
Ambos sexos;53 años;Supervivientes;1989;92.760,246394
Ambos sexos;53 años;Supervivientes;1988;92.866,779841
Ambos sexos;53 años;Supervivientes;1987;92.954,85274
Ambos sexos;53 años;Supervivientes;1986;93.041,369862
Ambos sexos;53 años;Supervivientes;1985;93.024,627105
Ambos sexos;53 años;Supervivientes;1984;92.968,406269
Ambos sexos;53 años;Supervivientes;1983;92.830,018065
Ambos sexos;53 años;Supervivientes;1982;92.904,979495
Ambos sexos;53 años;Supervivientes;1981;92.500,846309
Ambos sexos;53 años;Supervivientes;1980;92.348,54717
Ambos sexos;53 años;Supervivientes;1979;91.856,988919
Ambos sexos;53 años;Supervivientes;1978;91.619,623934
Ambos sexos;53 años;Supervivientes;1977;91.595,027179
Ambos sexos;53 años;Supervivientes;1976;91.243,10475
Ambos sexos;53 años;Supervivientes;1975;90.928,198593
Ambos sexos;53 años;Defunciones teóricas;1990;459,286069
Ambos sexos;53 años;Defunciones teóricas;1989;448,265622
Ambos sexos;53 años;Defunciones teóricas;1988;465,992156
Ambos sexos;53 años;Defunciones teóricas;1987;465,894629
Ambos sexos;53 años;Defunciones teóricas;1986;461,760066
Ambos sexos;53 años;Defunciones teóricas;1985;488,257687
Ambos sexos;53 años;Defunciones teóricas;1984;471,67145
Ambos sexos;53 años;Defunciones teóricas;1983;471,780677
Ambos sexos;53 años;Defunciones teóricas;1982;500,075615
Ambos sexos;53 años;Defunciones teóricas;1981;497,874602
Ambos sexos;53 años;Defunciones teóricas;1980;521,549154
Ambos sexos;53 años;Defunciones teóricas;1979;530,771659
Ambos sexos;53 años;Defunciones teóricas;1978;546,256192
Ambos sexos;53 años;Defunciones teóricas;1977;545,27084
Ambos sexos;53 años;Defunciones teóricas;1976;562,018639
Ambos sexos;53 años;Defunciones teóricas;1975;559,416451
Ambos sexos;53 años;Población estacionaria;1990;92.483,094852
Ambos sexos;53 años;Población estacionaria;1989;92.534,625964
Ambos sexos;53 años;Población estacionaria;1988;92.637,486444
Ambos sexos;53 años;Población estacionaria;1987;92.724,590099
Ambos sexos;53 años;Población estacionaria;1986;92.810,356986
Ambos sexos;53 años;Población estacionaria;1985;92.773,632696
Ambos sexos;53 años;Población estacionaria;1984;92.736,651217
Ambos sexos;53 años;Población estacionaria;1983;92.591,350699
Ambos sexos;53 años;Población estacionaria;1982;92.654,840295
Ambos sexos;53 años;Población estacionaria;1981;92.249,944996
Ambos sexos;53 años;Población estacionaria;1980;92.093,552458
Ambos sexos;53 años;Población estacionaria;1979;91.589,556771
Ambos sexos;53 años;Población estacionaria;1978;91.343,033792
Ambos sexos;53 años;Población estacionaria;1977;91.322,579616
Ambos sexos;53 años;Población estacionaria;1976;90.962,477543
Ambos sexos;53 años;Población estacionaria;1975;90.644,500323
Ambos sexos;53 años;Tiempo por vivir;1990;2.532.439,5672
Ambos sexos;53 años;Tiempo por vivir;1989;2.530.682,9771
Ambos sexos;53 años;Tiempo por vivir;1988;2.522.827,2107
Ambos sexos;53 años;Tiempo por vivir;1987;2.522.342,0702
Ambos sexos;53 años;Tiempo por vivir;1986;2.498.143,2983
Ambos sexos;53 años;Tiempo por vivir;1985;2.469.245,611
Ambos sexos;53 años;Tiempo por vivir;1984;2.478.167,9142
Ambos sexos;53 años;Tiempo por vivir;1983;2.447.428,5151
Ambos sexos;53 años;Tiempo por vivir;1982;2.466.138,0206
Ambos sexos;53 años;Tiempo por vivir;1981;2.416.177,2924
Ambos sexos;53 años;Tiempo por vivir;1980;2.403.749,1221
Ambos sexos;53 años;Tiempo por vivir;1979;2.365.602,5708
Ambos sexos;53 años;Tiempo por vivir;1978;2.327.016,3529
Ambos sexos;53 años;Tiempo por vivir;1977;2.309.369,8379
Ambos sexos;53 años;Tiempo por vivir;1976;2.268.477,703
Ambos sexos;53 años;Tiempo por vivir;1975;2.248.092,3371
Ambos sexos;53 años;Esperanza de vida;1990;27,316329
Ambos sexos;53 años;Esperanza de vida;1989;27,281978
Ambos sexos;53 años;Esperanza de vida;1988;27,166089
Ambos sexos;53 años;Esperanza de vida;1987;27,135131
Ambos sexos;53 años;Esperanza de vida;1986;26,849812
Ambos sexos;53 años;Esperanza de vida;1985;26,543999
Ambos sexos;53 años;Esperanza de vida;1984;26,656022
Ambos sexos;53 años;Esperanza de vida;1983;26,364624
Ambos sexos;53 años;Esperanza de vida;1982;26,544735
Ambos sexos;53 años;Esperanza de vida;1981;26,120597
Ambos sexos;53 años;Esperanza de vida;1980;26,029095
Ambos sexos;53 años;Esperanza de vida;1979;25,753104
Ambos sexos;53 años;Esperanza de vida;1978;25,398667
Ambos sexos;53 años;Esperanza de vida;1977;25,21283
Ambos sexos;53 años;Esperanza de vida;1976;24,861908
Ambos sexos;53 años;Esperanza de vida;1975;24,723819
Ambos sexos;54 años;Tasa de mortalidad;1990;5,150407
Ambos sexos;54 años;Tasa de mortalidad;1989;5,407193
Ambos sexos;54 años;Tasa de mortalidad;1988;5,198281
Ambos sexos;54 años;Tasa de mortalidad;1987;5,352187
Ambos sexos;54 años;Tasa de mortalidad;1986;5,471631
Ambos sexos;54 años;Tasa de mortalidad;1985;5,719375
Ambos sexos;54 años;Tasa de mortalidad;1984;5,414383
Ambos sexos;54 años;Tasa de mortalidad;1983;5,797447
Ambos sexos;54 años;Tasa de mortalidad;1982;5,678123
Ambos sexos;54 años;Tasa de mortalidad;1981;6,071042
Ambos sexos;54 años;Tasa de mortalidad;1980;5,974369
Ambos sexos;54 años;Tasa de mortalidad;1979;6,246607
Ambos sexos;54 años;Tasa de mortalidad;1978;6,445642
Ambos sexos;54 años;Tasa de mortalidad;1977;6,444694
Ambos sexos;54 años;Tasa de mortalidad;1976;6,994179
Ambos sexos;54 años;Tasa de mortalidad;1975;6,772981
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1990;0,50326
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1989;0,498602
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1988;0,500455
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1987;0,500529
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1986;0,506773
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1985;0,5008
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1984;0,501404
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1983;0,49504
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1982;0,490353
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1981;0,503521
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1980;0,505421
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1979;0,492551
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1978;0,492888
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1977;0,500542
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1976;0,499739
Ambos sexos;54 años;Promedio de años vividos el último año de vida;1975;0,511144
Ambos sexos;54 años;Riesgo de muerte;1990;5,137263
Ambos sexos;54 años;Riesgo de muerte;1989;5,392573
Ambos sexos;54 años;Riesgo de muerte;1988;5,184817
Ambos sexos;54 años;Riesgo de muerte;1987;5,337917
Ambos sexos;54 años;Riesgo de muerte;1986;5,456905
Ambos sexos;54 años;Riesgo de muerte;1985;5,703092
Ambos sexos;54 años;Riesgo de muerte;1984;5,399805
Ambos sexos;54 años;Riesgo de muerte;1983;5,780525
Ambos sexos;54 años;Riesgo de muerte;1982;5,661739
Ambos sexos;54 años;Riesgo de muerte;1981;6,052798
Ambos sexos;54 años;Riesgo de muerte;1980;5,956768
Ambos sexos;54 años;Riesgo de muerte;1979;6,226869
Ambos sexos;54 años;Riesgo de muerte;1978;6,424642
Ambos sexos;54 años;Riesgo de muerte;1977;6,424016
Ambos sexos;54 años;Riesgo de muerte;1976;6,969792
Ambos sexos;54 años;Riesgo de muerte;1975;6,750629
Ambos sexos;54 años;Supervivientes;1990;92.248,615157
Ambos sexos;54 años;Supervivientes;1989;92.311,980772
Ambos sexos;54 años;Supervivientes;1988;92.400,787686
Ambos sexos;54 años;Supervivientes;1987;92.488,958112
Ambos sexos;54 años;Supervivientes;1986;92.579,609796
Ambos sexos;54 años;Supervivientes;1985;92.536,369418
Ambos sexos;54 años;Supervivientes;1984;92.496,734819
Ambos sexos;54 años;Supervivientes;1983;92.358,237387
Ambos sexos;54 años;Supervivientes;1982;92.404,90388
Ambos sexos;54 años;Supervivientes;1981;92.002,971708
Ambos sexos;54 años;Supervivientes;1980;91.826,998016
Ambos sexos;54 años;Supervivientes;1979;91.326,21726
Ambos sexos;54 años;Supervivientes;1978;91.073,367742
Ambos sexos;54 años;Supervivientes;1977;91.049,756339
Ambos sexos;54 años;Supervivientes;1976;90.681,086111
Ambos sexos;54 años;Supervivientes;1975;90.368,782141
Ambos sexos;54 años;Defunciones teóricas;1990;473,905422
Ambos sexos;54 años;Defunciones teóricas;1989;497,79913
Ambos sexos;54 años;Defunciones teóricas;1988;479,081173
Ambos sexos;54 años;Defunciones teóricas;1987;493,698391
Ambos sexos;54 años;Defunciones teóricas;1986;505,198097
Ambos sexos;54 años;Defunciones teóricas;1985;527,743439
Ambos sexos;54 años;Defunciones teóricas;1984;499,464355
Ambos sexos;54 años;Defunciones teóricas;1983;533,879066
Ambos sexos;54 años;Defunciones teóricas;1982;523,172446
Ambos sexos;54 años;Defunciones teóricas;1981;556,875382
Ambos sexos;54 años;Defunciones teóricas;1980;546,992092
Ambos sexos;54 años;Defunciones teóricas;1979;568,676351
Ambos sexos;54 años;Defunciones teóricas;1978;585,113798
Ambos sexos;54 años;Defunciones teóricas;1977;584,905116
Ambos sexos;54 años;Defunciones teóricas;1976;632,028308
Ambos sexos;54 años;Defunciones teóricas;1975;610,046162
Ambos sexos;54 años;Población estacionaria;1990;92.013,207234
Ambos sexos;54 años;Población estacionaria;1989;92.062,385137
Ambos sexos;54 años;Población estacionaria;1988;92.161,464985
Ambos sexos;54 años;Población estacionaria;1987;92.242,369939
Ambos sexos;54 años;Población estacionaria;1986;92.330,432227
Ambos sexos;54 años;Población estacionaria;1985;92.272,919661
Ambos sexos;54 años;Población estacionaria;1984;92.247,703946
Ambos sexos;54 años;Población estacionaria;1983;92.088,649759
Ambos sexos;54 años;Población estacionaria;1982;92.138,270609
Ambos sexos;54 años;Población estacionaria;1981;91.726,494866
Ambos sexos;54 años;Población estacionaria;1980;91.556,467211
Ambos sexos;54 años;Población estacionaria;1979;91.037,642856
Ambos sexos;54 años;Población estacionaria;1978;90.776,649293
Ambos sexos;54 años;Población estacionaria;1977;90.757,620815
Ambos sexos;54 años;Población estacionaria;1976;90.364,906859
Ambos sexos;54 años;Población estacionaria;1975;90.070,557223
Ambos sexos;54 años;Tiempo por vivir;1990;2.439.956,4723
Ambos sexos;54 años;Tiempo por vivir;1989;2.438.148,3511
Ambos sexos;54 años;Tiempo por vivir;1988;2.430.189,7243
Ambos sexos;54 años;Tiempo por vivir;1987;2.429.617,4801
Ambos sexos;54 años;Tiempo por vivir;1986;2.405.332,9413
Ambos sexos;54 años;Tiempo por vivir;1985;2.376.471,9783
Ambos sexos;54 años;Tiempo por vivir;1984;2.385.431,263
Ambos sexos;54 años;Tiempo por vivir;1983;2.354.837,1644
Ambos sexos;54 años;Tiempo por vivir;1982;2.373.483,1803
Ambos sexos;54 años;Tiempo por vivir;1981;2.323.927,3474
Ambos sexos;54 años;Tiempo por vivir;1980;2.311.655,5696
Ambos sexos;54 años;Tiempo por vivir;1979;2.274.013,0141
Ambos sexos;54 años;Tiempo por vivir;1978;2.235.673,3191
Ambos sexos;54 años;Tiempo por vivir;1977;2.218.047,2583
Ambos sexos;54 años;Tiempo por vivir;1976;2.177.515,2255
Ambos sexos;54 años;Tiempo por vivir;1975;2.157.447,8367
Ambos sexos;54 años;Esperanza de vida;1990;26,44979
Ambos sexos;54 años;Esperanza de vida;1989;26,412047
Ambos sexos;54 años;Esperanza de vida;1988;26,30053
Ambos sexos;54 años;Esperanza de vida;1987;26,269271
Ambos sexos;54 años;Esperanza de vida;1986;25,981239
Ambos sexos;54 años;Esperanza de vida;1985;25,681491
Ambos sexos;54 años;Esperanza de vida;1984;25,789356
Ambos sexos;54 años;Esperanza de vida;1983;25,496775
Ambos sexos;54 años;Esperanza de vida;1982;25,685684
Ambos sexos;54 años;Esperanza de vida;1981;25,259264
Ambos sexos;54 años;Esperanza de vida;1980;25,17403
Ambos sexos;54 años;Esperanza de vida;1979;24,899893
Ambos sexos;54 años;Esperanza de vida;1978;24,548047
Ambos sexos;54 años;Esperanza de vida;1977;24,360826
Ambos sexos;54 años;Esperanza de vida;1976;24,012893
Ambos sexos;54 años;Esperanza de vida;1975;23,873818
Ambos sexos;55 años;Tasa de mortalidad;1990;5,815688
Ambos sexos;55 años;Tasa de mortalidad;1989;5,850037
Ambos sexos;55 años;Tasa de mortalidad;1988;5,99389
Ambos sexos;55 años;Tasa de mortalidad;1987;5,599531
Ambos sexos;55 años;Tasa de mortalidad;1986;5,991322
Ambos sexos;55 años;Tasa de mortalidad;1985;6,110516
Ambos sexos;55 años;Tasa de mortalidad;1984;6,167737
Ambos sexos;55 años;Tasa de mortalidad;1983;6,25494
Ambos sexos;55 años;Tasa de mortalidad;1982;6,441927
Ambos sexos;55 años;Tasa de mortalidad;1981;6,319034
Ambos sexos;55 años;Tasa de mortalidad;1980;6,688085
Ambos sexos;55 años;Tasa de mortalidad;1979;6,872382
Ambos sexos;55 años;Tasa de mortalidad;1978;6,966037
Ambos sexos;55 años;Tasa de mortalidad;1977;7,214774
Ambos sexos;55 años;Tasa de mortalidad;1976;7,492796
Ambos sexos;55 años;Tasa de mortalidad;1975;7,935902
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1990;0,496362
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1989;0,515542
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1988;0,503276
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1987;0,501495
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1986;0,49867
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1985;0,497999
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1984;0,505212
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1983;0,488651
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1982;0,495938
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1981;0,500339
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1980;0,502528
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1979;0,498677
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1978;0,499485
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1977;0,498219
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1976;0,507217
Ambos sexos;55 años;Promedio de años vividos el último año de vida;1975;0,48073
Ambos sexos;55 años;Riesgo de muerte;1990;5,798703
Ambos sexos;55 años;Riesgo de muerte;1989;5,833504
Ambos sexos;55 años;Riesgo de muerte;1988;5,976097
Ambos sexos;55 años;Riesgo de muerte;1987;5,583944
Ambos sexos;55 años;Riesgo de muerte;1986;5,97338
Ambos sexos;55 años;Riesgo de muerte;1985;6,091829
Ambos sexos;55 años;Riesgo de muerte;1984;6,148972
Ambos sexos;55 años;Riesgo de muerte;1983;6,234998
Ambos sexos;55 años;Riesgo de muerte;1982;6,421077
Ambos sexos;55 años;Riesgo de muerte;1981;6,299146
Ambos sexos;55 años;Riesgo de muerte;1980;6,665907
Ambos sexos;55 años;Riesgo de muerte;1979;6,848786
Ambos sexos;55 años;Riesgo de muerte;1978;6,941834
Ambos sexos;55 años;Riesgo de muerte;1977;7,188749
Ambos sexos;55 años;Riesgo de muerte;1976;7,465232
Ambos sexos;55 años;Riesgo de muerte;1975;7,903333
Ambos sexos;55 años;Supervivientes;1990;91.774,709735
Ambos sexos;55 años;Supervivientes;1989;91.814,181642
Ambos sexos;55 años;Supervivientes;1988;91.921,706512
Ambos sexos;55 años;Supervivientes;1987;91.995,259721
Ambos sexos;55 años;Supervivientes;1986;92.074,411699
Ambos sexos;55 años;Supervivientes;1985;92.008,625979
Ambos sexos;55 años;Supervivientes;1984;91.997,270464
Ambos sexos;55 años;Supervivientes;1983;91.824,358321
Ambos sexos;55 años;Supervivientes;1982;91.881,731434
Ambos sexos;55 años;Supervivientes;1981;91.446,096326
Ambos sexos;55 años;Supervivientes;1980;91.280,005924
Ambos sexos;55 años;Supervivientes;1979;90.757,540909
Ambos sexos;55 años;Supervivientes;1978;90.488,253944
Ambos sexos;55 años;Supervivientes;1977;90.464,851224
Ambos sexos;55 años;Supervivientes;1976;90.049,057803
Ambos sexos;55 años;Supervivientes;1975;89.758,735979
Ambos sexos;55 años;Defunciones teóricas;1990;532,174321
Ambos sexos;55 años;Defunciones teóricas;1989;535,598386
Ambos sexos;55 años;Defunciones teóricas;1988;549,333038
Ambos sexos;55 años;Defunciones teóricas;1987;513,696372
Ambos sexos;55 años;Defunciones teóricas;1986;549,99547
Ambos sexos;55 años;Defunciones teóricas;1985;560,500809
Ambos sexos;55 años;Defunciones teóricas;1984;565,688624
Ambos sexos;55 años;Defunciones teóricas;1983;572,524686
Ambos sexos;55 años;Defunciones teóricas;1982;589,979644
Ambos sexos;55 años;Defunciones teóricas;1981;576,032276
Ambos sexos;55 años;Defunciones teóricas;1980;608,463991
Ambos sexos;55 años;Defunciones teóricas;1979;621,578956
Ambos sexos;55 años;Defunciones teóricas;1978;628,154411
Ambos sexos;55 años;Defunciones teóricas;1977;650,329139
Ambos sexos;55 años;Defunciones teóricas;1976;672,237121
Ambos sexos;55 años;Defunciones teóricas;1975;709,393209
Ambos sexos;55 años;Población estacionaria;1990;91.506,686391
Ambos sexos;55 años;Población estacionaria;1989;91.554,706754
Ambos sexos;55 años;Población estacionaria;1988;91.648,839373
Ambos sexos;55 años;Población estacionaria;1987;91.739,179647
Ambos sexos;55 años;Población estacionaria;1986;91.798,682415
Ambos sexos;55 años;Población estacionaria;1985;91.727,254198
Ambos sexos;55 años;Población estacionaria;1984;91.717,374391
Ambos sexos;55 años;Población estacionaria;1983;91.531,598431
Ambos sexos;55 años;Población estacionaria;1982;91.584,345028
Ambos sexos;55 años;Población estacionaria;1981;91.158,275276
Ambos sexos;55 años;Población estacionaria;1980;90.977,311831
Ambos sexos;55 años;Población estacionaria;1979;90.445,929232
Ambos sexos;55 años;Población estacionaria;1978;90.173,85331
Ambos sexos;55 años;Población estacionaria;1977;90.138,528167
Ambos sexos;55 años;Población estacionaria;1976;89.717,790713
Ambos sexos;55 años;Población estacionaria;1975;89.390,369697
Ambos sexos;55 años;Tiempo por vivir;1990;2.347.943,2651
Ambos sexos;55 años;Tiempo por vivir;1989;2.346.085,966
Ambos sexos;55 años;Tiempo por vivir;1988;2.338.028,2593
Ambos sexos;55 años;Tiempo por vivir;1987;2.337.375,1101
Ambos sexos;55 años;Tiempo por vivir;1986;2.313.002,5091
Ambos sexos;55 años;Tiempo por vivir;1985;2.284.199,0586
Ambos sexos;55 años;Tiempo por vivir;1984;2.293.183,5591
Ambos sexos;55 años;Tiempo por vivir;1983;2.262.748,5146
Ambos sexos;55 años;Tiempo por vivir;1982;2.281.344,9097
Ambos sexos;55 años;Tiempo por vivir;1981;2.232.200,8526
Ambos sexos;55 años;Tiempo por vivir;1980;2.220.099,1024
Ambos sexos;55 años;Tiempo por vivir;1979;2.182.975,3712
Ambos sexos;55 años;Tiempo por vivir;1978;2.144.896,6699
Ambos sexos;55 años;Tiempo por vivir;1977;2.127.289,6375
Ambos sexos;55 años;Tiempo por vivir;1976;2.087.150,3186
Ambos sexos;55 años;Tiempo por vivir;1975;2.067.377,2795
Ambos sexos;55 años;Esperanza de vida;1990;25,583772
Ambos sexos;55 años;Esperanza de vida;1989;25,552545
Ambos sexos;55 años;Esperanza de vida;1988;25,434996
Ambos sexos;55 años;Esperanza de vida;1987;25,40756
Ambos sexos;55 años;Esperanza de vida;1986;25,121013
Ambos sexos;55 años;Esperanza de vida;1985;24,825923
Ambos sexos;55 años;Esperanza de vida;1984;24,926648
Ambos sexos;55 años;Esperanza de vida;1983;24,642138
Ambos sexos;55 años;Esperanza de vida;1982;24,829146
Ambos sexos;55 años;Esperanza de vida;1981;24,410018
Ambos sexos;55 años;Esperanza de vida;1980;24,321855
Ambos sexos;55 años;Esperanza de vida;1979;24,052826
Ambos sexos;55 años;Esperanza de vida;1978;23,703592
Ambos sexos;55 años;Esperanza de vida;1977;23,515096
Ambos sexos;55 años;Esperanza de vida;1976;23,177925
Ambos sexos;55 años;Esperanza de vida;1975;23,032602
Ambos sexos;56 años;Tasa de mortalidad;1990;6,066091
Ambos sexos;56 años;Tasa de mortalidad;1989;6,448691
Ambos sexos;56 años;Tasa de mortalidad;1988;6,414909
Ambos sexos;56 años;Tasa de mortalidad;1987;6,377303
Ambos sexos;56 años;Tasa de mortalidad;1986;6,382496
Ambos sexos;56 años;Tasa de mortalidad;1985;6,714255
Ambos sexos;56 años;Tasa de mortalidad;1984;6,684294
Ambos sexos;56 años;Tasa de mortalidad;1983;6,811279
Ambos sexos;56 años;Tasa de mortalidad;1982;6,730298
Ambos sexos;56 años;Tasa de mortalidad;1981;6,857689
Ambos sexos;56 años;Tasa de mortalidad;1980;7,32839
Ambos sexos;56 años;Tasa de mortalidad;1979;7,312917
Ambos sexos;56 años;Tasa de mortalidad;1978;7,552295
Ambos sexos;56 años;Tasa de mortalidad;1977;7,963429
Ambos sexos;56 años;Tasa de mortalidad;1976;8,440175
Ambos sexos;56 años;Tasa de mortalidad;1975;8,200523
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1990;0,513265
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1989;0,507486
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1988;0,494929
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1987;0,505311
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1986;0,501522
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1985;0,49223
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1984;0,495405
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1983;0,498923
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1982;0,487444
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1981;0,500324
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1980;0,508102
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1979;0,501971
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1978;0,49412
Ambos sexos;56 años;Promedio de años vividos el último año de vida;1977;0,495391
